model_id,model_type,params,split,feature,score,rank
LR_paramset-1,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l1'}",1,year_82,0.0,1
LR_paramset-1,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l1'}",1,year_81,0.0,2
LR_paramset-1,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l1'}",1,year_80,0.0,3
LR_paramset-1,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l1'}",1,year_79,0.0,4
LR_paramset-1,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l1'}",1,year_78,0.0,5
LR_paramset-1,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l1'}",1,year_77,0.0,6
LR_paramset-1,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l1'}",1,year_76,0.0,7
LR_paramset-1,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l1'}",1,year_75,0.0,8
LR_paramset-1,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l1'}",1,year_74,0.0,9
LR_paramset-1,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l1'}",1,year_73,0.0,10
LR_paramset-1,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l1'}",2,year_82,0.0,1
LR_paramset-1,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l1'}",2,year_81,0.0,2
LR_paramset-1,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l1'}",2,year_80,0.0,3
LR_paramset-1,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l1'}",2,year_79,0.0,4
LR_paramset-1,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l1'}",2,year_78,0.0,5
LR_paramset-1,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l1'}",2,year_77,0.0,6
LR_paramset-1,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l1'}",2,year_76,0.0,7
LR_paramset-1,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l1'}",2,year_75,0.0,8
LR_paramset-1,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l1'}",2,year_74,0.0,9
LR_paramset-1,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l1'}",2,year_73,0.0,10
LR_paramset-1,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l1'}",3,year_82,0.0,1
LR_paramset-1,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l1'}",3,year_81,0.0,2
LR_paramset-1,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l1'}",3,year_80,0.0,3
LR_paramset-1,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l1'}",3,year_79,0.0,4
LR_paramset-1,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l1'}",3,year_78,0.0,5
LR_paramset-1,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l1'}",3,year_77,0.0,6
LR_paramset-1,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l1'}",3,year_76,0.0,7
LR_paramset-1,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l1'}",3,year_75,0.0,8
LR_paramset-1,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l1'}",3,year_74,0.0,9
LR_paramset-1,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l1'}",3,year_73,0.0,10
LR_paramset-2,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l2'}",1,acceleration,0.00260676086456,1
LR_paramset-2,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l2'}",1,weight,0.000870152018557,2
LR_paramset-2,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l2'}",1,cyli_4,0.000390360005764,3
LR_paramset-2,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l2'}",1,orig_3,0.000152594759888,4
LR_paramset-2,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l2'}",1,year_82,0.000131369016159,5
LR_paramset-2,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l2'}",1,year_80,0.000113295985029,6
LR_paramset-2,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l2'}",1,year_81,0.000108594816764,7
LR_paramset-2,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l2'}",1,horsepower,8.80393633942e-05,8
LR_paramset-2,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l2'}",1,make_volkswagen,5.05066325497e-05,9
LR_paramset-2,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l2'}",1,make_datsun,4.36079111839e-05,10
LR_paramset-2,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l2'}",2,acceleration,0.00278891993144,1
LR_paramset-2,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l2'}",2,weight,0.000963032432658,2
LR_paramset-2,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l2'}",2,cyli_4,0.000378986048609,3
LR_paramset-2,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l2'}",2,horsepower,0.00020702541377,4
LR_paramset-2,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l2'}",2,orig_3,0.000151304648105,5
LR_paramset-2,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l2'}",2,year_82,0.000125271100835,6
LR_paramset-2,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l2'}",2,year_81,0.000102713674789,7
LR_paramset-2,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l2'}",2,orig_2,7.13403575982e-05,8
LR_paramset-2,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l2'}",2,year_74,5.80713841149e-05,9
LR_paramset-2,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l2'}",2,make_toyota,4.87676337124e-05,10
LR_paramset-2,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l2'}",3,acceleration,0.00270927218418,1
LR_paramset-2,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l2'}",3,weight,0.00105886049062,2
LR_paramset-2,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l2'}",3,cyli_4,0.000351377709236,3
LR_paramset-2,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l2'}",3,orig_3,0.000129866884156,4
LR_paramset-2,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l2'}",3,orig_2,0.00010345586607,5
LR_paramset-2,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l2'}",3,year_80,7.55215571101e-05,6
LR_paramset-2,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l2'}",3,year_79,6.76376848086e-05,7
LR_paramset-2,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l2'}",3,year_78,6.13782786569e-05,8
LR_paramset-2,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l2'}",3,make_datsun,5.31233161237e-05,9
LR_paramset-2,LR,"{'C': 1e-05, 'random_state': 1, 'penalty': 'l2'}",3,year_77,5.28977602953e-05,10
LR_paramset-3,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l1'}",1,year_82,0.0,1
LR_paramset-3,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l1'}",1,year_81,0.0,2
LR_paramset-3,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l1'}",1,year_80,0.0,3
LR_paramset-3,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l1'}",1,year_79,0.0,4
LR_paramset-3,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l1'}",1,year_78,0.0,5
LR_paramset-3,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l1'}",1,year_77,0.0,6
LR_paramset-3,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l1'}",1,year_76,0.0,7
LR_paramset-3,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l1'}",1,year_75,0.0,8
LR_paramset-3,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l1'}",1,year_74,0.0,9
LR_paramset-3,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l1'}",1,year_73,0.0,10
LR_paramset-3,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l1'}",2,year_82,0.0,1
LR_paramset-3,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l1'}",2,year_81,0.0,2
LR_paramset-3,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l1'}",2,year_80,0.0,3
LR_paramset-3,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l1'}",2,year_79,0.0,4
LR_paramset-3,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l1'}",2,year_78,0.0,5
LR_paramset-3,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l1'}",2,year_77,0.0,6
LR_paramset-3,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l1'}",2,year_76,0.0,7
LR_paramset-3,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l1'}",2,year_75,0.0,8
LR_paramset-3,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l1'}",2,year_74,0.0,9
LR_paramset-3,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l1'}",2,year_73,0.0,10
LR_paramset-3,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l1'}",3,year_82,0.0,1
LR_paramset-3,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l1'}",3,year_81,0.0,2
LR_paramset-3,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l1'}",3,year_80,0.0,3
LR_paramset-3,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l1'}",3,year_79,0.0,4
LR_paramset-3,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l1'}",3,year_78,0.0,5
LR_paramset-3,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l1'}",3,year_77,0.0,6
LR_paramset-3,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l1'}",3,year_76,0.0,7
LR_paramset-3,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l1'}",3,year_75,0.0,8
LR_paramset-3,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l1'}",3,year_74,0.0,9
LR_paramset-3,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l1'}",3,year_73,0.0,10
LR_paramset-4,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l2'}",1,acceleration,0.0145888350526,1
LR_paramset-4,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l2'}",1,horsepower,0.00240268761508,2
LR_paramset-4,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l2'}",1,cyli_4,0.00238031856871,3
LR_paramset-4,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l2'}",1,weight,0.00173750296097,4
LR_paramset-4,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l2'}",1,year_82,0.0010461544686,5
LR_paramset-4,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l2'}",1,orig_3,0.000850581211357,6
LR_paramset-4,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l2'}",1,year_81,0.000846224622662,7
LR_paramset-4,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l2'}",1,year_80,0.000786175014534,8
LR_paramset-4,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l2'}",1,orig_1,0.000450051109826,9
LR_paramset-4,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l2'}",1,year_79,0.000410652094663,10
LR_paramset-4,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l2'}",2,acceleration,0.0144667682828,1
LR_paramset-4,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l2'}",2,horsepower,0.00426153769977,2
LR_paramset-4,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l2'}",2,cyli_4,0.00217731369286,3
LR_paramset-4,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l2'}",2,weight,0.00180552043274,4
LR_paramset-4,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l2'}",2,year_82,0.000985067391689,5
LR_paramset-4,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l2'}",2,orig_3,0.000844026410918,6
LR_paramset-4,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l2'}",2,year_81,0.000790152052572,7
LR_paramset-4,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l2'}",2,year_74,0.000380204039344,8
LR_paramset-4,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l2'}",2,make_honda,0.000273907413386,9
LR_paramset-4,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l2'}",2,make_datsun,0.000266995542709,10
LR_paramset-4,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l2'}",3,acceleration,0.0112937671034,1
LR_paramset-4,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l2'}",3,horsepower,0.00302114547121,2
LR_paramset-4,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l2'}",3,weight,0.00218786795983,3
LR_paramset-4,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l2'}",3,cyli_4,0.00159453907489,4
LR_paramset-4,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l2'}",3,orig_3,0.000567691547874,5
LR_paramset-4,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l2'}",3,year_79,0.000553644309791,6
LR_paramset-4,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l2'}",3,year_80,0.000471684481171,7
LR_paramset-4,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l2'}",3,year_78,0.000427604236075,8
LR_paramset-4,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l2'}",3,year_76,0.000363769396728,9
LR_paramset-4,LR,"{'C': 0.0001, 'random_state': 1, 'penalty': 'l2'}",3,year_77,0.000361988308631,10
LR_paramset-5,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l1'}",1,weight,0.00127891684201,1
LR_paramset-5,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l1'}",1,year_82,0.0,2
LR_paramset-5,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l1'}",1,year_81,0.0,3
LR_paramset-5,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l1'}",1,year_80,0.0,4
LR_paramset-5,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l1'}",1,year_79,0.0,5
LR_paramset-5,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l1'}",1,year_78,0.0,6
LR_paramset-5,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l1'}",1,year_77,0.0,7
LR_paramset-5,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l1'}",1,year_76,0.0,8
LR_paramset-5,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l1'}",1,year_75,0.0,9
LR_paramset-5,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l1'}",1,year_74,0.0,10
LR_paramset-5,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l1'}",2,weight,0.00143295536491,1
LR_paramset-5,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l1'}",2,year_82,0.0,2
LR_paramset-5,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l1'}",2,year_81,0.0,3
LR_paramset-5,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l1'}",2,year_80,0.0,4
LR_paramset-5,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l1'}",2,year_79,0.0,5
LR_paramset-5,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l1'}",2,year_78,0.0,6
LR_paramset-5,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l1'}",2,year_77,0.0,7
LR_paramset-5,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l1'}",2,year_76,0.0,8
LR_paramset-5,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l1'}",2,year_75,0.0,9
LR_paramset-5,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l1'}",2,year_74,0.0,10
LR_paramset-5,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l1'}",3,weight,0.00167553426622,1
LR_paramset-5,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l1'}",3,year_82,0.0,2
LR_paramset-5,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l1'}",3,year_81,0.0,3
LR_paramset-5,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l1'}",3,year_80,0.0,4
LR_paramset-5,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l1'}",3,year_79,0.0,5
LR_paramset-5,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l1'}",3,year_78,0.0,6
LR_paramset-5,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l1'}",3,year_77,0.0,7
LR_paramset-5,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l1'}",3,year_76,0.0,8
LR_paramset-5,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l1'}",3,year_75,0.0,9
LR_paramset-5,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l1'}",3,year_74,0.0,10
LR_paramset-6,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l2'}",1,acceleration,0.094149363391,1
LR_paramset-6,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l2'}",1,cyli_4,0.016584794432,2
LR_paramset-6,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l2'}",1,year_82,0.00842483344822,3
LR_paramset-6,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l2'}",1,horsepower,0.00751136626304,4
LR_paramset-6,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l2'}",1,year_81,0.00690316281926,5
LR_paramset-6,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l2'}",1,year_80,0.0060681847047,6
LR_paramset-6,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l2'}",1,orig_3,0.00546714412722,7
LR_paramset-6,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l2'}",1,orig_1,0.00538727635322,8
LR_paramset-6,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l2'}",1,year_79,0.00359815251819,9
LR_paramset-6,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l2'}",1,make_oldsmobile,0.00316405643235,10
LR_paramset-6,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l2'}",2,acceleration,0.0897764930111,1
LR_paramset-6,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l2'}",2,cyli_4,0.015339150387,2
LR_paramset-6,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l2'}",2,horsepower,0.0133905090285,3
LR_paramset-6,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l2'}",2,year_82,0.008843087255,4
LR_paramset-6,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l2'}",2,year_81,0.00736463494625,5
LR_paramset-6,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l2'}",2,orig_3,0.00583193316083,6
LR_paramset-6,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l2'}",2,year_74,0.00305398007016,7
LR_paramset-6,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l2'}",2,make_honda,0.0021842411518,8
LR_paramset-6,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l2'}",2,make_datsun,0.00199124243127,9
LR_paramset-6,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l2'}",2,orig_1,0.00197548566804,10
LR_paramset-6,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l2'}",3,acceleration,0.0607211162242,1
LR_paramset-6,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l2'}",3,cyli_4,0.0092339682191,2
LR_paramset-6,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l2'}",3,horsepower,0.00797155795575,3
LR_paramset-6,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l2'}",3,year_79,0.00497820615485,4
LR_paramset-6,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l2'}",3,year_80,0.00369953169399,5
LR_paramset-6,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l2'}",3,year_78,0.00342750472,6
LR_paramset-6,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l2'}",3,year_76,0.00319904893243,7
LR_paramset-6,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l2'}",3,orig_3,0.00301759124683,8
LR_paramset-6,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l2'}",3,year_77,0.00282272317061,9
LR_paramset-6,LR,"{'C': 0.001, 'random_state': 1, 'penalty': 'l2'}",3,weight,0.00207166103076,10
LR_paramset-7,LR,"{'C': 0.01, 'random_state': 1, 'penalty': 'l1'}",1,acceleration,0.086502742022,1
LR_paramset-7,LR,"{'C': 0.01, 'random_state': 1, 'penalty': 'l1'}",1,weight,0.00136999175176,2
LR_paramset-7,LR,"{'C': 0.01, 'random_state': 1, 'penalty': 'l1'}",1,year_82,0.0,3
LR_paramset-7,LR,"{'C': 0.01, 'random_state': 1, 'penalty': 'l1'}",1,year_81,0.0,4
LR_paramset-7,LR,"{'C': 0.01, 'random_state': 1, 'penalty': 'l1'}",1,year_80,0.0,5
LR_paramset-7,LR,"{'C': 0.01, 'random_state': 1, 'penalty': 'l1'}",1,year_79,0.0,6
LR_paramset-7,LR,"{'C': 0.01, 'random_state': 1, 'penalty': 'l1'}",1,year_78,0.0,7
LR_paramset-7,LR,"{'C': 0.01, 'random_state': 1, 'penalty': 'l1'}",1,year_77,0.0,8
LR_paramset-7,LR,"{'C': 0.01, 'random_state': 1, 'penalty': 'l1'}",1,year_76,0.0,9
LR_paramset-7,LR,"{'C': 0.01, 'random_state': 1, 'penalty': 'l1'}",1,year_75,0.0,10
LR_paramset-7,LR,"{'C': 0.01, 'random_state': 1, 'penalty': 'l1'}",2,acceleration,0.0650896954307,1
LR_paramset-7,LR,"{'C': 0.01, 'random_state': 1, 'penalty': 'l1'}",2,weight,0.00173153815998,2
LR_paramset-7,LR,"{'C': 0.01, 'random_state': 1, 'penalty': 'l1'}",2,year_82,0.0,3
LR_paramset-7,LR,"{'C': 0.01, 'random_state': 1, 'penalty': 'l1'}",2,year_81,0.0,4
LR_paramset-7,LR,"{'C': 0.01, 'random_state': 1, 'penalty': 'l1'}",2,year_80,0.0,5
LR_paramset-7,LR,"{'C': 0.01, 'random_state': 1, 'penalty': 'l1'}",2,year_79,0.0,6
LR_paramset-7,LR,"{'C': 0.01, 'random_state': 1, 'penalty': 'l1'}",2,year_78,0.0,7
LR_paramset-7,LR,"{'C': 0.01, 'random_state': 1, 'penalty': 'l1'}",2,year_77,0.0,8
LR_paramset-7,LR,"{'C': 0.01, 'random_state': 1, 'penalty': 'l1'}",2,year_76,0.0,9
LR_paramset-7,LR,"{'C': 0.01, 'random_state': 1, 'penalty': 'l1'}",2,year_75,0.0,10
LR_paramset-7,LR,"{'C': 0.01, 'random_state': 1, 'penalty': 'l1'}",3,weight,0.00296437531841,1
LR_paramset-7,LR,"{'C': 0.01, 'random_state': 1, 'penalty': 'l1'}",3,year_82,0.0,2
LR_paramset-7,LR,"{'C': 0.01, 'random_state': 1, 'penalty': 'l1'}",3,year_81,0.0,3
LR_paramset-7,LR,"{'C': 0.01, 'random_state': 1, 'penalty': 'l1'}",3,year_80,0.0,4
LR_paramset-7,LR,"{'C': 0.01, 'random_state': 1, 'penalty': 'l1'}",3,year_79,0.0,5
LR_paramset-7,LR,"{'C': 0.01, 'random_state': 1, 'penalty': 'l1'}",3,year_78,0.0,6
LR_paramset-7,LR,"{'C': 0.01, 'random_state': 1, 'penalty': 'l1'}",3,year_77,0.0,7
LR_paramset-7,LR,"{'C': 0.01, 'random_state': 1, 'penalty': 'l1'}",3,year_76,0.0,8
LR_paramset-7,LR,"{'C': 0.01, 'random_state': 1, 'penalty': 'l1'}",3,year_75,0.0,9
LR_paramset-7,LR,"{'C': 0.01, 'random_state': 1, 'penalty': 'l1'}",3,year_74,0.0,10
LR_paramset-8,LR,"{'C': 0.01, 'random_state': 1, 'penalty': 'l2'}",1,acceleration,0.300424925811,1
LR_paramset-8,LR,"{'C': 0.01, 'random_state': 1, 'penalty': 'l2'}",1,cyli_4,0.106520360406,2
